date,Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,Aruba,Australia,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Bermuda,"Bonaire, Sint Eustatius and Saba",Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Falkland Islands (Malvinas),Fiji,France,French Guiana,French Polynesia,French Southern and Antarctic Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Latvia,Lebanon,Liberia,Libya,Lithuania,Madagascar,Malaysia,Maldives,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,New Caledonia,New Zealand,Nicaragua,Nigeria,Niue,Norfolk Island,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Réunion,Romania,Russian Federation,Saint Barthélemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French Part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Syrian Arab Republic,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States minor outlying islands,United States of America,United States Virgin Islands,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Faroe Islands,Finland,Greenland,Iceland,Svalbard and Jan Mayen Islands
2012-10-01,0.141844,0.0653595,0.0204908,3.1750956,0,0,17.0907364,1.3167013,2.1488214,0.102501,0.9620898,0,20.0582008,0.0112537,0,2.2492402,8.7832975,0.0624415,0.8431703,2.1405034,0,0.0520291,0,0.074485,0,5.1612902,10.8523121,0.1195764,4.8698483,1.3723954,1.6858975,0,1.1800283,0.0637999,21.6426201,0.4767205,1.4211631,0.2008032,1.62477,0.8610228,1.9023987,0.0541321,2.3890786,8.1447964,2.3365679,0,0,1.4326979,9.3373957,0.2222733,0.3123606,0.9378391,5.7526884,2.3055747,41.1353073,0.2226251,2.2936976,29.1072884,7.0882349,3.9305472,4.3728909,0.0933707,0,0.9057971,0.2601301,0,0.0327988,0.0823045,0.0225938,0.0401929,6.208468,0,0.1900739,0.2277256,1.2067323,3.3240447,0.0287816,0.2176063,0.8857203,2.7404633,0.0352952,0,7.0672927,0,0.2179192,0.2800448,1.7260047,0,0,7.2859216,0,0.7524305,0.5366727,0.9717723,1.1828935,1.210898,0.0593296,3.7924151,0.0971248,0.9042482,0.169889,0,0.1587585,0,1.7441165,0.7425984,0.1562988,3.023396,0.0614246,0,0,0,0.2921129,0.3907082,1.156768,1.5857248,0,0.6967858,0.0988327,1.9653983,0.6516588,10.4173622,0.0063408,0.004351,0.0026613,12.5401821,0.443717,0.1943291,0.0529026,2.3797431,6.2499433,7.330162,2.618717,0.6514125,0.255102,0.0406698,3.8177013,0,3.5466104,0.0063048,0.0526316,9.168416,0.4901961,2.2939246,0,0,0,0.6097561,0,0.0479846,1.8360108,0.3398237,1.5092419,1.2920225,0.3568773,0,0,0,0.0689994,2.6688068,1.6027025,13.9193182,2.1593089,3.0263953,0,0.2909796,1.6543527,5.8832784,2.3255813,1.3919575,0,1.4681892,0.0197889,0.0181017,11.7907553,0.070497,0.228862,0.0561482,0.1983252,0.0028126,0.4929497,0,1.5301757,0.0440296,0.5011058,8.0705023,0,4.8747964,0.026789,1.6734143,2.6687,0.0400609,3.7450311,0.440791,6.9017925,8.7713366,8.116766,15.1700096,6.0837579
2012-11-01,0.2836879,0.4315418,0.0308499,1.470461,0,0,15.8456001,0,3.9316423,0.5744768,1.4998567,0,13.5157204,0.0450096,0,0.5671077,4.2176037,0.0473111,0,1.3499972,0,19.7492161,0.0456413,1.0795557,0.6238004,1.4527845,11.0273943,0.034459,3.1549523,1.0017158,0.7629501,0.0457352,0.8906851,0,15.4666662,0.0994306,6.0968199,1.4848113,0.4927625,2.4310994,0,0.0180505,10.6712828,6.0763888,15.0648899,0,0,1.3597963,11.9829464,0.2923752,0.9253139,1.8526009,0.5658852,12.6654062,27.4723129,0.2609014,5.3470831,4.9748011,6.4323277,6.9405169,14.1819572,7.0631971,0,4.6350365,0.1463843,0,0.0219346,0,0,0.0100251,0.6640106,0.2141328,0.0421319,0.4832291,0.0477479,1.7121242,13.9452667,0.2709483,2.7991674,1.4834423,0.0441852,0,11.7546968,0.074129,1.2215263,0.2092555,1.2968916,0,0,1.2975652,0.0570994,0.0831554,0,22.2703648,0.1819836,2.1123285,0.0098878,8.3743839,0.0820812,4.5500274,0.0630281,0,0.1091229,0,15.5069342,0.1517615,0.0938967,1.1231297,0.0532228,0,0,0,0.8065565,0.6362861,1.2752345,3.1556156,0,1.7070143,0.0765827,4.1645494,10.8073883,8.8352308,0.0063508,0.5046111,0.0026594,63.2377739,0.0327929,0,0.038086,5.2884231,1.5503167,5.6247282,0.6529599,1.9210246,26.2747459,0.1702662,0,0,3.1638293,0.0063064,1.328374,22.7459373,0,5.0583849,0,0,0,0.6127451,0,0.0639386,0.529308,0.1293064,3.354795,0.1644945,0.0412314,0,0,0,0.3254876,0.1740786,1.5683459,7.9723587,1.6062878,13.4609184,0,1.1049724,0.1283491,22.0372944,2.3255813,0.5222136,0.0543922,1.396648,0.0132626,0.0182782,0.5279244,0,0.0701978,0.0561798,0.3561095,0.0425158,2.8887098,0,12.3472939,0.0176585,0.407686,8.3244972,0,9.3077374,0.0346933,0.2605688,1.260221,0.0483247,4.9804688,0.0477042,0,34.5744667,4.0970273,0,0
2012-12-01,21.8130302,8.4836597,0,1.7522013,0.0223214,0,5.2082162,0,1.0854065,4.4069195,0.0765672,0,7.7379732,0,0,0.8084577,0,0.0275417,0,1.3337674,0.0741107,2.8145695,1.9169329,5.8043842,0,0,29.0086765,0.0341355,4.155036,0.7511828,0,0.0135697,0.7534871,0,14.9598398,0.2516141,1.452669,0.3800968,0.0914355,0.173772,0,0.0180603,0.3725025,16.3580246,0,0.5899705,0.0721501,0.1041124,0.9525253,0.7093839,0,7.3568449,1.0018954,0,4.3408675,0.5324422,3.3215735,0.1792407,9.1846724,7.6385064,2.1141648,0,0,0,0.0541932,0,0.3828763,0,0.0226091,0.0100281,2.6166098,1.3774104,0.105463,0.0282725,5.4457831,0.059654,6.8497763,0.395922,0.6588227,1.3706384,0.0529474,0,14.8650999,0.074184,1.2548653,0.0080045,0.5252824,32.608696,0,2.4244494,0.9333333,1.4707071,0,0,0.5459509,0.0544366,0.0396865,0,0.8281226,1.8472595,0.3761431,0,0.0903266,0,28.0846481,0.2065267,0.1565435,1.6112336,0.0176292,0,1.5625,0,1.3888888,0.1102183,2.2708666,6.3269448,0.0552639,1.5,0.122737,2.3426094,2.4768107,0.9925559,0.0063666,0.0130605,0.0026594,0,0.003644,0,0.2352453,3.761194,0.7242619,7.3499193,0.7263634,6.6335258,0,0.1835121,0.2114444,0,1.591303,0.0063052,0,17.6298294,0.4926108,7.5391922,0,0,0,49.204052,0.0576701,0.1923077,0,0.2222016,1.4404339,0.2562561,0.0746826,0,0,0,0.6006166,0.2747626,6.6413622,21.7775936,3.826468,4.5542326,1.7543859,0.1313629,0.3052699,0,0.8944544,0.4351353,0.0272628,0,0.0333533,0.0181362,2.1914008,0.422684,0.4833068,0.0561482,0.1330672,0.2464911,0.2383641,0,3.1807106,0.0353357,0.0533403,7.4913878,0,3.7697549,0.0297984,1.6768086,2.1969697,0.1277751,16.2064152,0.0596421,0,0,0,0,0
2013-01-01,2.9871976,1.8956727,0.0314795,3.0034945,0,0,5.5319562,0.5536332,1.8191726,3.8950388,0.1117176,0,3.1231351,0,0,1.1942174,0,0.0237614,0,1.2951794,0.0246731,0.3651539,9.4606943,0.2768734,0,0,12.4149742,0,5.5627389,2.4665639,0,0.0044747,9.0695419,0.0255787,42.5471687,0.3608545,1.4135317,0.3527009,0.0925069,0.1624413,0,0,0.0796178,25.2016125,3.2744508,0,0,0.0809482,2.2322085,0.154012,0.771095,0.7180799,9.7142859,0,13.2609386,2.3817124,0.6908794,1.0830325,3.5670431,1.4189816,6.4102564,0,0,8.6767893,0.0566786,0,0.1569572,0,0.0226244,0.0100251,0.2086495,0,0.1928847,0.824332,1.1721259,0.0397772,4.4093227,0.2971179,0.1564802,4.7011318,0.0441813,0,8.0836411,0.6696429,0.1839381,0.0240019,0.7117544,15.333333,0,4.9719324,0.0783699,3.1391678,0.1769911,0,0,0.4759544,0.0049446,0.4926108,0.2517243,1.4950014,0.1204931,0,0.4260863,0,5.0221214,5.6162968,0.2190923,3.3231349,0.031499,0,0,0,1.2722316,1.5477889,0.3092783,10.9964552,2.1562016,15.768981,0.507329,3.1620176,2.9733188,0.5809731,0,0,0.0053182,0.6376196,0.4520598,0.0707089,0.0987132,6.0909743,1.9376384,3.1954098,1.8055069,3.7615018,6.5464897,0.2029898,0.0528332,0,1.7645475,0.0633714,8.1266489,5.8800263,0.4926108,1.3612921,0,0,0,12.1301775,0.1152738,0.2613525,0,0.4114045,3.6610169,1.7874465,1.494525,0,0,0,6.5148821,0.1033086,7.9051299,30.9808216,1.6989793,11.4436617,7.0175438,0.163827,0.3396959,3.0621173,0,0.1189768,5.6189151,0,0.0415887,0.6094946,0.469743,0.0353357,3.0889752,0.1687289,0.2218279,0.1817614,0.5795702,1.6853932,1.9345762,0.062383,0.0682776,5.8189807,0.1074114,8.4600897,0.0610004,3.08811,1.2568687,0.0719137,12.6107273,0.7236527,0,0,0,0,0
2013-02-01,18.2076817,8.660387,0.0257361,1.9604156,0,0,4.1564689,0,3.2762027,2.3704393,0.2172455,0,0.2368733,0,0,1.5394089,0,0.0829876,0,0.8562305,0,0.8991009,0.0458085,0.0897735,0,0,3.9332685,0,5.7827706,1.5391364,0.0066203,0.2594514,6.2874975,1.9488112,15.5875301,0.0482069,3.6152546,0.1858736,2.1081576,0.4513367,0,0,0.2314815,44.4785271,5.0449691,0.2949853,0,0.0346721,4.3112187,0.0691882,0.0440432,10.3053436,0.2428494,5.658709,5.2146263,12.0865097,1.2123059,23.3222103,0.8729963,2.4174905,9.0928097,1.4883721,0,8.0436544,1.8440906,0,0.9837624,0,0.0452182,0.0806045,0.322336,0,0.0842993,0.1416029,3.1244888,0.1193555,0.7590606,0.0593178,0.1853905,1.16846,0.238537,0,0.5175456,0.3709199,1.1257679,0.0080013,0.1184192,0,0,16.7303791,3.6057222,0.578978,0,4.0955629,0.2729754,0.0825627,0,0,4.2828383,1.7741619,0.2412433,0,1.6509849,0,6.1782985,1.8375751,1.5678896,2.2002664,0.8685412,0,12.9870129,0,2.5832415,3.4872897,0.0430775,16.3935013,7.2465873,2.9028571,0.0630958,5.0007873,5.4157658,1.0376135,0,0,0.0079838,16.7379398,0.2547678,0,1.4940203,0.8956797,6.1705241,9.4176512,0.5772584,2.1808152,10.181818,2.4311006,0.1055966,0,0.6369427,0.1520431,1.2611666,3.6099181,0,0.6370584,0,0,0,0.3663004,0,0.1758874,1.607445,0.397743,2.6770587,0.6426839,1.3914413,0,0,0,7.6852698,0.3701587,3.3030663,30.7315598,7.2144747,1.9482892,0,0.5188068,15.4971733,4.9056244,0.3571429,0.7423654,0.0272926,2.6315789,0.0332867,3.0264084,0.0276855,0.0530598,0.5920927,1.7806671,0.4004449,0.1249219,0.4260219,0.5206248,3.492821,0.1185807,0.343132,2.9409416,0.0535906,20.0753193,2.5143085,0.4320432,0.8147299,0.0239044,23.2963657,0.035754,11.5858269,6.3333335,6.1978159,9.8771935,0
2013-03-01,18.607954,75.0654831,0.0102669,1.9178916,0.0446429,0.036357,10.5251369,0.0695894,3.5151536,0.1645752,0.6869137,1.0869565,1.7463783,27.3157005,0,3.142329,2.6968715,5.1477261,0.4226543,1.5824451,0.0740375,1.0918114,0.0456621,0.0102548,0,6.5727701,4.7257915,0.0341472,9.0260391,2.7178025,0,0.098584,2.0932901,0.1404853,12.1883659,0.019892,7.9250393,0.4656896,3.1392868,0.5248587,0,0,0.9222074,22.990654,7.7437391,1.1976048,0,0.2081767,1.7872341,0.7492927,1.0354704,5.4598608,2.8219178,0.630517,6.7265568,4.6513495,1.4451469,10.5377426,0.185769,1.3003603,8.3535109,0,0,1.815541,1.9858156,0,1.5988373,0,0.0225938,0.0301538,14.5564823,0,5.0485849,3.0603571,39.6971169,0.199362,0.7735336,3.7007718,2.4134758,0.8153614,1.3062665,0,0.7112474,0,26.3118515,0.1524146,0.8840778,0,0,3.4346104,0.0190295,0.0682543,1.9298246,0.5280845,0.1819836,0.6243902,0.0642674,0,0.447431,0.5746393,0.3117222,11.8368702,0.6944671,0,2.8079817,0.768463,0.40625,2.2674229,0.9383308,0,15.4046993,0,16.3039951,0.7461891,0.1758072,11.9702053,1.2085851,1.0281159,2.4538515,4.2565331,7.9053721,1.443922,0.0126847,0.0043514,0.0186185,16.3943424,0.3055212,0.4504902,0.0484362,11.1655922,4.1548367,12.4138956,0.374902,0.3235648,0.2560819,1.1430906,0.2243928,0,0.5510635,3.7765589,0,1.1197214,0,0.8412508,0,0.691563,1.8518518,0.1210654,0.0575705,0.2076677,0.3027605,0.4032997,0.3896984,0.6850941,1.7964072,6.6666665,0,0,5.3223205,1.0379871,2.305388,18.8394623,15.6010628,0.0641437,0,0.6796116,23.9495792,1.114609,0,2.134742,0.1359804,4.48,0.0333912,1.5929043,20.210701,44.9867859,1.4192486,0.056101,0.5502971,1.0951806,0.1032228,0.8316832,1.0928168,0.132908,1.0973936,1.5204679,0.4291846,7.5592666,4.2259727,2.1796267,0.4499986,0.1355554,9.1270399,0.0516611,0.3677646,1.3385999,2.3477004,1.4051363,3.3444712
2013-04-01,0.7102273,35.9413834,0.0051154,4.7690721,0,0.054605,8.3415861,0.0710732,2.3872573,0.0614125,0.4239449,0.5617977,0.2095557,7.3349633,0.7905138,5.8210783,0.1904762,2.6729622,0,2.9930978,0.0246792,0.8445107,0.1365498,0.8380392,0,1.5151515,9.0033989,0.0682943,3.0317943,3.9837177,0.4290451,0.0136135,3.4037402,0.025533,9.817894,0.0135875,6.7543459,0.1342462,5.2519732,1.2050972,0,0.0180245,3.3417122,26.8980484,2.2403507,0.8902077,8.8744593,0.0231147,2.0874794,0.9869931,14.5225468,1.162534,0.8719346,0.3952569,4.5336661,4.4426289,5.1112461,1.6920788,0.1330802,2.3228545,9.0919771,0.748363,0,2.6252408,0.0818749,0,0.2502811,1.8898932,21.726326,0.0300782,3.7241118,0,7.2466865,1.5891033,0.4930966,0.1195457,3.5072067,0.8612156,2.2567227,0.5461057,0.831932,0,1.0307997,6.4444447,15.1801834,0.0400416,1.4718549,0,0,3.3175356,0.3812428,0.0583166,0,0.5949851,0.6369427,1.3359677,0.0395237,0,2.4440534,0.3620222,0.2040816,2.4204245,1.2026576,11.7132864,1.4934289,4.1987729,0,2.5898955,2.5152674,0,0,0,4.2402596,0.0284576,0.0696803,12.7622375,4.7896709,4.2747459,0.7979142,6.0621538,1.7231135,0.831103,0.7544538,0,0.0026592,12.2013683,2.0163052,0.3977725,0.0525045,7.3988004,0.6424624,10.0264635,0.2368418,0.0531657,0.3392706,1.2303473,2.4435346,0,2.4859047,16.2922764,13.1138973,11.0350332,0,0.0194932,0.2183406,0.1385042,0,0,0.5777007,0.0799744,6.5622916,0.3976327,0.4237288,0.2974872,3.0453699,0,0,0,1.7192016,1.1832228,1.8312502,16.5021954,10.5681314,0.6039517,42.1052628,0.1298701,0.258565,0.8273177,1.25,0.6125803,0,0,0.0461042,3.2453628,3.0515118,9.1292877,0.4429819,0.1397429,0.3972633,0.0730707,0.1251992,0.279888,3.0070164,0.0707965,0.0844721,5.9475303,0.1075847,7.4819932,1.554782,2.4118993,0.8822934,0.0714456,1.4926414,0.2621232,0,0.3361642,8.5107985,0.75455,12.0432825
2013-05-01,1.994302,1.2958115,0.0051151,9.24193,0,0,13.4972486,0.2781641,5.2735,0.0612495,0.4766322,0,0.8998875,0,3.9525692,2.0395551,0.2803083,0,0,2.5894029,0,0.1490313,0.0455166,1.1179488,0.0909091,6.3655033,7.937366,0.068306,3.1497827,7.0495229,0.0064276,0.0045729,1.0739897,0.0127681,2.6733501,0.0094081,4.7584343,0.6000414,7.0435309,0.3812164,0,0.036062,7.6593862,0.5093378,0.5729611,0.6116208,0,0.1566034,6.298038,0.1912777,7.4801412,0.7554011,1.0209713,0.0977199,10.4810152,0.9798628,3.2170441,4.82622,0.1050888,4.1652632,0.5203706,12.5585756,0,2.0403206,8.4998732,0,0.0471715,0,0.1587662,0.0100251,11.1046057,0.2132196,6.4909172,2.5416036,2.9712615,0.0398565,4.2305055,0.238616,0.7371944,0.7241219,3.2357881,0,1.433141,0,9.2136793,0.0240423,1.331314,0,0,2.2165022,0.0381243,0.0389989,0,0.0847817,0,6.9829683,0.0791335,2.840909,1.0380507,0.2978597,0.5328208,0,0.4707295,0,0.286944,0.0128783,0.0625195,1.5426698,0.7111149,0,2.8423772,0,1.1169556,0.1067958,0.1602642,7.8722811,0.8494475,9.141675,0.1703781,5.6014738,0.7480037,1.3895621,0,0.0130548,0.0079785,7.89082,1.3832265,0.6633646,0.0311365,1.0180913,0.4983552,14.7964878,1.3279812,0.0046281,0.6369427,1.2154608,0.6106465,0,9.1393986,0,1.8276763,8.4776087,0,0.0799802,0,0,0,0,0,0,1.3222815,0.5521811,10.802103,0.0095224,5.44943,0,0,41.6666679,1.1648378,5.1098661,2.1072037,34.353344,5.7126708,12.4422989,0,0.1297017,12.2177286,0.406841,0,0.1053186,0,0.984252,0.0395049,0.6198597,0.6321839,0.2635278,0.13917,0.0838457,0.3329634,0.0140505,0.0453823,0.0398565,3.576364,0.0265416,0.0063873,8.3729277,0.0542888,16.9474297,0.4175227,0.2723064,0.1869635,0.0476417,1.1929678,1.0700505,0.4358281,1.9490682,21.3904362,5.2449474,15.5339651
2013-06-01,0,0.0784929,0,1.8939846,0.7369758,2.6852846,1.7783726,0.0719942,5.7518864,0,0.646053,0,1.2056909,1.1918063,0,1.9123998,0.7121058,0.003902,0,0.639439,0,0.2484472,0,4.5290232,0.413413,7.377049,4.3934703,0.0341413,4.4197388,6.2310786,0.0073594,0.1414999,1.57796,0.0127665,43.962265,0.0073183,14.4269686,1.891405,8.3937197,2.1916382,0,0.0901876,2.1191463,12.7450981,0.9009009,2.9411764,0,0.4519414,4.0865273,0.115172,16.1254692,0.1349983,1.6025641,0,18.5489902,0.2304294,7.6157727,23.6450768,0.042339,3.4392467,12.9419441,0.6369427,0,9.5408039,0.5515088,0,0.0471784,3.7383177,2.4623115,0.0402617,9.4898939,7.8891258,3.5285559,3.8251367,0.7375126,0.7605344,0,1.7318664,2.4792588,1.9283183,0.3814762,0,0.8777081,0.074184,3.0997639,0.0253872,0.5573917,0,0,3.4630795,0.2106876,0.0650699,0,0.084674,0.4541326,0.471464,0.1235361,0.5671077,0.1291643,0.1676864,2.3750658,0,2.1766412,0,10.4777412,0.0322144,0.0312793,1.0074221,0.3062102,0,0,0,1.1880802,0.0569861,0.8330282,4.2297134,0.9254144,20.651722,0.0376474,5.0539031,6.7375488,2.2551546,0.0063395,0.0915991,0.0265972,0.2174955,2.5635891,2.3487802,5.6620679,1.0712993,0.520593,26.6731396,0.3251814,0.0092447,0.8044031,0.7837115,0.2995008,0,3.5105264,0,0.2089864,12.0712614,0,1.5402817,0.2272727,0,0,0,0.6027728,0,0.0858861,0.5219661,4.0847983,0.0095104,3.6680055,0,0,0,0.1575295,1.5480254,1.0278916,0,4.1826463,1.8397115,0,0.3393281,9.1527624,0.4029805,1.0733453,0.3842175,2.3510115,0.3338898,0.0460951,0.3013591,2.32358,0.035137,0.2407196,0.0839161,0.5158107,0.0112445,0.113546,0,5.0731153,0.0708153,0.0021422,9.4058304,0.0843882,5.1641836,0.0271131,2.5081418,0.2740042,0.0396888,8.9366837,3.4105494,0.2553895,0.8275262,15.3960829,15.112833,19.8191414
2013-07-01,0,0.0653851,0,4.3099027,0.4247709,0.164594,3.6749637,0.0696379,4.6399546,0,0.7203773,0,2.8318584,2.320081,0,6.0587134,4.3991418,0,0,2.496098,0.222332,0.099453,10.9190168,7.1361861,6.5111232,13.636364,4.0915942,0.051212,5.4668927,4.5120573,0,6.5599694,0.3021258,0.0127665,63.8190956,0.0199821,15.7374945,2.6619918,0.2709211,3.9125898,0.084317,0.1082251,6.3776264,3.125,0.0971109,0,0.2201027,0.8119159,0.7964466,0.2144608,52.8996696,2.1505377,2.3255813,0,5.252203,0.1183186,2.4877021,1.578776,0.090771,5.2615557,19.3672104,4.5105567,0,1.1764706,1.3116802,0,0.1124288,0.5785124,0.2044525,0.0501605,30.4141331,0,6.2039313,1.9167217,0.4932379,0.2988048,7.6051779,3.0169389,9.4948454,1.9651095,0.2742339,0,6.9031582,3.8547072,0.2703122,0.1846945,0.3827007,0,0,12.300456,0,4.3482032,0.3484321,0.1695634,3.2697549,2.3280649,0.1631079,0,0.0653891,0.4254199,0.5149454,0,7.4121146,7.0831499,26.2526455,0.0118178,0.0625195,1.7702345,0.0401807,0,0,0,0.4808005,0.0819001,1.6941726,6.1183796,47.8789558,0.1648805,0.5109015,7.3460722,16.0913486,3.9921832,0,0.0784485,0.0079804,3.835475,0.7626311,2.8542304,0.5385807,1.538892,0.8527266,17.9448299,0.6492722,0.0115676,2.764781,0.0386311,0.0403063,0,9.4598827,0,5.9069524,7.9155498,0,0.683345,0,0,0,0,0.4651163,0.0319438,11.4391832,1.0996808,8.5855465,0.2538071,2.2038567,0,0,0,1.0882039,1.1162494,2.395359,10.1204815,2.5766494,5.3205671,5.2631578,0.8478358,1.0433387,0.0761267,1.6100179,1.5334064,0.408608,0.6655574,0.0263522,0.0211826,1.396258,0.1053371,0.5130804,0.19564,0.9988901,0.179846,0.2837684,0.4852014,0.2502127,0.0353669,0.4747964,9.8681183,0.8629989,2.4443159,0.0167101,1.3402762,0.493672,0.0238644,4.5846934,0.7432641,15.7940598,0.4645761,6.6023655,14.6633062,13.2884388
2013-08-01,0.1420455,0.0130839,0,3.5518959,0.2465815,15.7991199,2.0431647,0.9715475,1.8297759,0,0.6799247,0,12.5792294,6.0770359,0,1.4621742,0.3225806,0,1.4345992,0.5983681,0.8917513,0.0496771,0,2.6436653,3.0413072,11.0169487,2.2773898,0.0698202,3.3545651,10.2551241,0,4.8467369,1.1044539,0.0255297,5.9375,0.0094068,24.1385403,2.2875817,0,5.2725701,0.0829187,0.0360685,3.6670117,14.1843967,0.012213,0,23.262619,0.2553685,3.871206,0.3059976,55.6510239,5.2790346,3.4087288,0,2.2947836,0.1015293,1.8875221,7.5646658,1.0541333,4.1994653,8.1537018,0.8743169,0,0.4979843,4.3069162,0,0.0616478,0.4122012,37.2535553,0.0101719,50.4103851,0,1.3513514,0.4562044,6.9763756,0.1212611,1.8182559,1.2644255,5.1885061,1.2061101,0.079721,0,10.4282408,1.8532246,0.0714552,0.4426559,0.5657923,0,0,32.2437897,0.0383142,8.2792454,0,0.1695634,0.9990917,3.9702234,0.1284712,0.9541985,0.1894003,0.268073,0.4402756,0,2.4344392,18.7803802,10.1476717,0.0042995,0.03125,1.6682285,0.0402349,0,0,0,2.2062163,0.6801752,3.6816533,1.9372661,72.6104965,0.5184571,0.0459316,8.0871735,11.1343222,1.540719,0.0063428,0.0217495,0.008018,7.2933321,8.7251358,4.4675846,0.1101674,5.9965019,0.4933444,13.9117107,0.9311981,0.1664047,0,0.0029709,1.0252995,0.317662,23.3007221,0,0.1047669,6.083405,0,0.7211567,0,0.1385042,0,0,0,0.0159693,1.450799,1.5813482,0.9636619,0.0238296,0.899928,0,0,0,0.1069575,3.4100528,0.4373736,14.0397968,1.5125073,11.3046637,1.7543859,12.9079046,0.4334564,0.2576538,1.6100179,1.5575621,0,3.4632034,0.0065863,0.003013,2.4667406,0.1053926,0.2659574,0.1117943,0.8169574,0.0112397,0.7734304,0.0432339,3.1908233,0.0265346,1.2945639,6.8414559,2.1115322,0.2455938,0.003307,1.3075432,4.5438628,0.0158743,12.5233917,5.732007,2.4485946,0.3602305,10.3269901,36.3842926,14.6744661
2013-09-01,0.2836879,0.0785238,0,3.7421124,0.0223214,0,1.1499701,0,0.8627151,0,0.3149957,0.2702703,3.753588,0.3376857,0,5.8060532,0,0.0078043,1.6877637,0.541262,0,19.0781059,0,1.2200412,4.2642641,0.4878049,5.1110911,0.1028454,5.4119768,5.5197549,0,0.0094118,1.0190772,0,12.850812,0.0135973,31.939846,3.5714285,0.030525,0.6277356,0,0.0360815,0.1932224,4.3583536,0.3905773,0.3802281,0,0.0467864,8.2176085,0.0918063,36.4187469,7.0997434,0.8039579,0.0326158,4.0144272,0.0796711,0.4693351,5.5229716,0.4437932,9.1293993,20.9831257,0,0,0.0238152,0.6964481,0,0.0363055,1.3147084,0.0226244,0.0323171,21.3886204,0,5.9628201,1.3770758,4.7550893,0.1404494,0.0536261,4.2476816,4.4731898,1.6263865,0.0176944,0,1.3993676,0.222387,0.0373529,0.2444988,0.8163059,0,0,19.7618694,1.2362115,6.5367007,0,0.1272265,0.5459509,1.6299804,0.1185361,0,0.0502353,4.115099,3.5431292,0,2.835357,0,4.8402596,0.0359391,0.0312305,4.2655892,0.2677057,0,0,0,0.0908855,0.7673452,1.3757116,1.0824255,65.9944763,0.1455604,0.0391163,0.9273407,7.6445847,2.4659424,0.0063399,0.0347993,0.0242313,10.7546968,4.4590559,0.1619288,0.0861388,1.0955625,1.7887664,9.2926626,0.8926949,0.3933182,0.2969877,0.428853,0.0660589,0,5.0757771,0,0,13.2439117,0.4926108,0.2035836,0,1.2362638,0,0,2.1939955,0,2.0912931,0.7789391,0.4042179,0.0206343,0.4587156,0,0,0,0.816911,1.7490788,0.501803,4.5902147,1.7056839,2.8340919,8.7719297,1.383831,0.1767636,0.0303651,1.7889087,1.1181983,1.5778019,0.660066,0.0131796,0.0120656,12.6869802,0.0529101,0.1775411,0,0.2415989,0.1011804,0.4838152,0,9.3832474,3.6337979,2.5354285,7.8145399,0.6482982,0.4490801,0.0033288,1.2694125,1.4371741,0.0159198,1.0110871,0.9011264,1.8247209,0.259553,12.1517363,10.1267061,28.6656017
